Date,Close,High,Low,Open,Volume,Daily_Return,Rolling_Mean_Price_30d,Rolling_Volatility_30d,Close_Scaled
2015-07-01,17.94333267211914,18.174667358398438,17.856666564941406,18.073999404907227,31518000,,,,0.01778790781965086
2015-07-02,18.667999267578125,18.829999923706055,18.220666885375977,18.68000030517578,107458500,0.04038639915454456,,,0.019328827136437063
2015-07-06,18.648000717163086,18.779333114624023,18.420000076293945,18.591999053955078,61828500,-0.001071274437522196,,,0.019286302542595758
2015-07-07,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767578,91576500,-0.04232804124569667,,,0.017607876899667856
2015-07-08,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,93316500,-0.04823057784907436,,,0.015776350551645474
2015-07-09,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,50011500,0.011609720385955313,,,0.016195958990255083
2015-07-10,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,39163500,0.004768851945843755,,,0.01637031996439258
2015-07-13,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,44404500,0.011614881028806812,,,0.01679701380743144
2015-07-14,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,28614000,0.013312443878506386,,,0.017291751056371645
2015-07-15,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,30324000,-0.009448430502932648,,,0.016935939647912138
2015-07-16,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,24240000,0.013452917723576485,,,0.01743776635703686
2015-07-17,18.310667037963867,18.369333267211914,17.883333206176758,18.166667938232422,75061500,0.029923479333326286,,,0.018569001668320727
2015-07-20,18.817333221435547,19.110000610351562,18.16933250427246,18.333332061767578,74677500,0.027670547578698246,,,0.01964636843831702
2015-07-21,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,91630500,-0.054878507378390284,,,0.017450521707311623
2015-07-22,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,46575000,0.004123425201304931,,,0.01760645738532885
2015-07-23,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,33408000,-0.0025011922264167596,,,0.017511479708783716
2015-07-24,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,42547500,-0.0066990980175530845,,,0.017257731381298602
2015-07-27,16.867332458496094,17.6286678314209,16.71933364868164,17.495332717895508,70413000,-0.046720231391331746,,,0.015499918385023077
2015-07-28,17.654666900634766,17.69333267211914,16.78933334350586,17.049999237060547,58437000,0.04667806507496031,,,0.01717409359644448
2015-07-29,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,41851500,-0.003776200204621105,,,0.017032332783041025
2015-07-30,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,30519000,0.011257673505236987,,,0.01745335668023438
2015-07-31,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,33339000,-0.0023988239767867015,,,0.017362633490950997
2015-08-03,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,38302500,-0.023144884928617437,,,0.016489396938658744
2015-08-04,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,35287500,0.02419330078904558,,,0.017381062842826527
2015-08-05,18.0086669921875,18.066667556762695,17.360000610351562,17.57200050354004,93214500,0.014458436896063187,,,0.017926833660131557
2015-08-06,16.408666610717773,17.0,15.7413330078125,16.63599967956543,219357000,-0.08884613070827718,,,0.014524618751756431
2015-08-07,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,76101000,-0.014707655017798138,,,0.014011452150940698
2015-08-10,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,62788500,-0.005649254943673188,,,0.013817242310588673
2015-08-11,15.824666976928711,15.953332901000977,15.629332542419434,15.8100004196167,63973500,-0.015634065274604314,,,0.013282811384974655
2015-08-12,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558105,55920000,0.0033702625495031224,17.482022285461426,,0.01339621841339532
2015-08-13,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,70338000,0.018222278547613824,17.42282231648763,0.029666516471765953,0.014011452150940698
2015-08-14,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,65472000,0.0026389930841606013,17.34088897705078,0.0285405889287286,0.01410217534022408
2015-08-17,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,107650500,0.04869422505161958,17.285933367411296,0.030135862115834758,0.015780600983151982
2015-08-18,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,62925000,0.022471468870960187,17.270022201538087,0.029508290282567892,0.016592879533972142
2015-08-19,17.016666412353516,17.376667022705078,17.001333236694336,17.35533332824707,54064500,-0.02098032399177252,17.270666631062827,0.02838553498646091,0.015817459686903033
2015-08-20,16.14533233642578,16.970666885375977,16.126667022705078,16.804000854492188,73587000,-0.05120474567775368,17.235688781738283,0.029813671911759477,0.01396466901408238
2015-08-21,15.38466739654541,16.253332138061523,15.36733341217041,15.733332633972168,98853000,-0.047113613026361856,17.172622140248617,0.030912548421375103,0.012347203400504193
2015-08-24,14.591333389282227,15.426667213439941,13.0,13.519332885742188,143724000,-0.05156653613722739,17.07642215092977,0.03198873010149292,0.010660270810930399
2015-08-25,14.66866683959961,15.393333435058594,14.607999801635742,15.368000030517578,64909500,0.005299957738899019,16.975044409434002,0.0318594886355922,0.010824711407715883
2015-08-26,14.989333152770996,15.199999809265137,14.36733341217041,15.195332527160645,74445000,0.021860631008791875,16.889933268229168,0.03224498547664404,0.011506571064701238
2015-08-27,16.19933319091797,16.316667556762695,15.387332916259766,15.399999618530273,114840000,0.08072407396744574,16.83728879292806,0.035705499475983865,0.014079495556842049
2015-08-28,16.565332412719727,16.76333236694336,16.10466766357422,16.124000549316406,82705500,0.022593474526899193,16.77911097208659,0.035500646754776516,0.014857750376833907
