Date,Close,High,Low,Open,Volume,Daily_Return,Rolling_Mean_Price_30d,Rolling_Volatility_30d,Close_Scaled
2015-07-01,60.816776275634766,60.91450203247593,60.764153831887036,60.794224619088055,5399300,,,,0.0022746432175293485
2015-07-02,60.96707534790039,61.02721687383936,60.93700458493091,60.93700458493091,1060100,0.0024713423083202457,,,0.011362145019460979
2015-07-06,61.17758560180664,61.222694629191764,61.05730824474454,61.222694629191764,2210700,0.0034528514399780885,,,0.024090183076257876
2015-07-07,61.23771286010742,61.47075412813902,61.23771286010742,61.410618331345574,4183200,0.0009828315012647693,,,0.027725645091538187
2015-07-08,61.410640716552734,61.463263142561374,61.312909257240776,61.37305081136901,1967800,0.0028238784299530195,,,0.038181346403344474
2015-07-09,61.20762634277344,61.32790937623095,61.177555584409056,61.31287112934341,1670900,-0.003305850116697706,,,0.0259065302003747
2015-07-10,60.9219970703125,61.0122093962393,60.85433639201391,60.90695881495106,2038300,-0.0046665634583077376,,,0.008636586420643244
2015-07-13,60.77915573120117,60.89943881939468,60.77163660433575,60.7866748580666,2846500,-0.002344659498710655,,,0.0
2015-07-14,60.89189529418945,60.94451769033589,60.861824534189914,60.89189529418945,1567700,0.0018549050514435894,,,0.006816548940464351
2015-07-15,61.06480026245117,61.087351898425275,60.87686231545231,60.89941395142641,2631000,0.0028395399326355264,,,0.017270866368747306
2015-07-16,61.06480026245117,61.10238441060435,60.92948471119555,60.944517223374625,1063100,0.0,,,0.017270866368747306
2015-07-17,61.07234573364258,61.13248728477469,61.042274958076526,61.07986486138759,807900,0.000123564986030944,,,0.017727086636874834
2015-07-20,60.98965835571289,61.057319041047734,60.95207418422868,61.0347673910743,1026900,-0.0013539250365511846,,,0.012727576762289416
2015-07-21,61.1024169921875,61.14000689579569,60.967101368777655,60.98213962438655,1422900,0.001848815676535942,,,0.019545278939022914
2015-07-22,61.124969482421875,61.21518181107614,61.11745608992794,61.13248861032993,1624100,0.0003690932592284035,,,0.020908865503820095
2015-07-23,61.2678108215332,61.29788160098373,61.109943530979024,61.15504683244744,1178400,0.0023368737902176306,,,0.02954545192446334
2015-07-24,61.305397033691406,61.35050033244061,61.26780712779081,61.33546207591461,804300,0.0006134740519403437,,,0.03181801931670769
2015-07-27,61.42565155029297,61.43317067575784,61.35047750188093,61.41061903477546,2022800,0.001961564926094006,,,0.03908894334726831
2015-07-28,61.320396423339844,61.380537946120526,61.31287729913944,61.350467184730185,1434700,-0.0017135370044377707,,,0.032724924318869864
2015-07-29,61.2678108215332,61.32795238043425,61.222707520064795,61.32043325171793,1020500,-0.0008575548247210518,,,0.02954545192446334
2015-07-30,61.290340423583984,61.32793031822817,61.22268549571965,61.25275626435246,788000,0.0003677233076990749,,,0.030907654605737633
2015-07-31,61.500816345214844,61.51585459388193,61.433161432447136,61.478264707625605,1589100,0.003434079826873937,,,0.043633616837249534
2015-08-03,61.64320755004883,61.658271184306,61.50007716182273,61.54527381187935,2085800,0.0023152734109206374,,,0.052242986881937625
2015-08-04,61.432289123535156,61.60554679983947,61.41721974029128,61.59048316388135,1007300,-0.0034216004470959405,,,0.039490269568978054
2015-08-05,61.334354400634766,61.37202211086073,61.25149003596616,61.35695272785608,2097000,-0.0015941897054080334,,,0.033568862620729334
2015-08-06,61.37202453613281,61.432290575961666,61.33435682441831,61.349426208018464,1173000,0.0006141767671015153,,,0.03584650425255864
2015-08-07,61.50006103515625,61.552792362156694,61.432266077848645,61.46992802725834,1773800,0.002086235544471071,,,0.043587948680986255
2015-08-10,61.37202453613281,61.47748723219036,61.33435682441831,61.454888904076014,1173300,-0.002081892226907689,,,0.03584650425255864
2015-08-11,61.605525970458984,61.68839030842587,61.55279464150585,61.57539296144522,1424200,0.003804688473144635,,,0.04996465330834665
2015-08-12,61.58294677734375,61.79387215866682,61.567883141800216,61.711007794963386,1029700,-0.00036651246393160086,61.23500378926595,,0.0485994522127724
